# 278,cat278|Провода и кабели
#1|Колодка, каучук, IP44, 3 гнезда черная, 25 А     |288|C.U3.R  |1390,00|1365,00|-||norow|Колодка электрическая каучуковая| черная с красной крышкой, 25&nbsp;А <span class="art">арт. C.U3.R</span>|<strong>Степень защиты IP44</strong> ||/img/pic/elka/small/CO_U3_25.png|/img/pic/elka/big/CO_U3_25.png
#0|Колодка, каучук, IP44, 3 гнезда черная, 25 А     |288|C.U3.R  |1542,90|1515,15|-|
#0|Колодка, каучук, IP44, 2 гнезда черная (Минск)   |288|P16-415 | 268,00| 262,00|-|
#0|Колодка, каучук, IP44, 3 гнезда черная СТАНДАРТ  |288|CO-U3S  | 325,00| 298,00|-|
#1|Колодка белая, 3 гнезда с заземлением            |288|CO-3W   | 145,00| 139,00|-||norow|Колодки электрические| с заземляющим контактом белые, 250&nbsp;В|||/img/pic/elka/small/CO-3W.jpg|/img/pic/elka/big/jpg
#0|Колодка белая, 3 гнезда с заземлением            |288|CO-3W   | 145,00| 139,00|-|
#0|Колодка белая, 4 гнезда с заземлением            |288|CO-4W   | 195,00| 188,00|-|
#1|Колодка BEMIS, каучук, IP44, 1 гнездо черная     |288|CO-BEM1 |136,25|137,50|137,50|||Колодки электрические каучуковые| BEMIS с крышкой черные, 250&nbsp;В, 16&nbsp;А|<strong>Степень защиты IP44</strong> ||/img/pic/elka/small/CO-BEM32.jpg|/img/pic/elka/big/jpg
#0|Колодка BEMIS, каучук, IP44, 2 гнезда черная     |288|CO-BEM2 |136,25|137,50|137,50||norow
#0|Колодка BEMIS, каучук, IP44, 3 гнезда черная     |288|CO-BEM3 |136,25|137,50|137,50||norow
#1|Колодка MAKEL 2 гнезда                белая      |288|CO-M2G  | 97,01| 97,90| 97,90|||Колодки электрические| MAKEL с заземляющим контактом белые, 250&nbsp;В|||/img/pic/elka/small/CO-M6GV.jpg|/img/pic/elka/big/jpg
#0|Колодка MAKEL 3 гнезда                белая      |288|CO-M3G  |239,80|225,50|209,00||norow
#0|Колодка MAKEL 3 гнезда с выключателем белая      |288|CO-M3GV |277,95|264,00|253,00||norow
#0|Колодка MAKEL 6 гнезд  с выключателем белая      |288|CO-M6GV |354,25|341,00|324,50||norow
                                                    
# 285,cat285|Розетки
 1|Розетки для открытой проводки 16А с заземлением|285|$.89-0-411| 52,98| 51,00| 49,98||norow|| белые|||/img/pic/elka/small/89-0-411.jpg|/img/pic/elka/big/89-0-411.jpg
 0|Розетка для открытой проводки 16А с/з одинарная|285|$.89-0-411| 52,98| 51,00| 49,98
 0|Розетка для открытой проводки 16А с/з двойная  |285|$.89-0-412| 64,98| 63,00| 59,98
 1|Розетки для  скрытой проводки 16А с заземлением|285|$.89-0-451| 54,98| 52,00| 49,98||norow|| белые|||/img/pic/elka/small/89-0-451.jpg|/img/pic/elka/big/89-0-451.jpg
 0|Розетка для  скрытой проводки 16А с/з одинарная|285|$.89-0-451| 54,98| 52,00| 49,98
 0|Розетка для  скрытой проводки 16А с/з двойная  |285|$.89-0-452| 75,98| 73,00| 69,98
#1|Розетка кабельная, штепсель каучук, с заземлением|285|F49     |139,00|135,00|131,00||norow|| 1 Ф - 16 А - 250 В <span class="art">арт. F49</span>|||/img/pic/elka/small/F49.jpg|/img/pic/elka/big/F49.jpg
#0|Розетка кабельная, штепсель каучук, с заземлением|285|F49     |139,00|135,00|131,00
#1|Розетка ОП 1 гнездо ЗШ белая "Прима"           |285|R-POP1G | 89,00| 84,00| 79,00|||Розетки| "Прима"|||/img/pic/elka/small/ROS-ALL.jpg|/img/pic/elka/big/ROS-ALL.jpg
#0|Розетка ОП 2 гнезда ЗШ белая "Прима"           |285|R-POP2G |119,00|112,00|109,00||
#0|Розетка СП 1 гнездо ЗШ белая "Прима"           |285|R-PSP1G | 89,00| 84,00| 79,00||
#0|Розетка СП 2 гнезда ЗШ белая "Прима"           |285|R-PSP2G |119,00|112,00|109,00||
#1|Розетка кабельная 1 гнездо IP44                |285|F49     |145,00|140,00|135,00|||Розетка кабельная с крышкой одноместная| FAR пылевлагозащищенная однофазная, 16А, 250 V, каучук, с заземлением <span class=art>арт. F49</span>|<strong>Степень защиты IP44</strong>||/img/pic/elka/small/F49.jpg|/img/pic/elka/big/jpg
#1|Розетка ОП 1 гнездо IP44                       |285|R-U01   |149,00|142,00|138,00|||Розетка с крышкой| пылевлагозащищенная одноместная, 16А, белая <span class=art>арт. R-U01</span>|<strong>Степень защиты IP44</strong>||/img/pic/elka/small/R-U01.png|/img/pic/elka/big/jpg

# 166,cat166|Выключатели
 1|Выключатели                                    |166|        | 89,00| 84,00| 79,00||norow|| 10 А|</span></p><UL><LI>Рабочее напряжение 220 В<LI>Номинальный ток нагрузки 10 А</UL><p><span class="addt">||/img/pic/elka/small/89-0-301.jpg|/img/pic/elka/big/89-0-301.jpg
 0|Выключатель 10 А, открытая проводка 1-клавишный|166|89-0-301| 39,98| 37,00| 36,00||
 0|Выключатель 10 А,  скрытая проводка 2-клавишный|166|89-0-342| 53,98| 52,00| 49,00||
#1|Выключатель ОП 1-кл. белый "Прима"             |166|V-POP1K | 89,00| 84,00| 79,00||
#0|Выключатель ОП 2-кл. белый "Прима"             |166|V-POP2K | 99,00| 94,00| 89,00||

# 314,cat314|Кабельные вилки и розетки PCE (Австрия)
#1|Вилка                                               |314|014-6| 298| 289| 285||norow|Кабельные вилки и розетки| PCE (Австрия), 380&nbsp;В|</span></p><UL><LI class="inner">4- и 5-штырьковые вилки и розетки закрытого типа рассчитаны на эксплуатацию в тяжелых условиях.</span></p><UL><LI>4-штырьковые: 3P (полюса) + E (земля)<LI>5-штырьковые: 3P (полюса) + E (земля) + N (ноль)</UL><LI>Разборная конструкция; жилы присоединяемого провода фиксируются винтовыми зажимами.<LI>Пластинчатые самоочищающиеся контактные гнезда, гарантирующие не менее 10 точек контакта в каждом, обеспечивают минимальное сопротивление разъёма.<LI class="inner"><strong>Степень защиты</strong> от влаги и пыли:</span></p><UL><LI><strong>IP44</strong> (защита от попадания в опасную зону мелких посторонних предметов и брызг),<LI><strong>IP67</strong> (пыленепроницаемые, допускающие кратковременное погружение в воду).</UL></UL><p><span class="addt">||/img/pic/elka/small/PCE_0_2.jpg|/img/pic/elka/big/PCE_0_2.jpg
#0|Вилка кабельная PCE, 4 конт., 380 В, 16 А, IP44, CEE|314|014-6| 298| 289| 285|
#0|Вилка кабельная PCE, 5 конт., 380 В, 16 А, IP44, CEE|314|015-6| 322| 312| 308|
#0|Вилка кабельная PCE, 4 конт., 380 В, 32 А, IP44, CEE|314|024-6| 433| 425| 415|
#0|Вилка кабельная PCE, 5 конт., 380 В, 32 А, IP44, CEE|314|025-6| 455| 437| 428|
#0|Вилка кабельная PCE, 5 конт., 380 В, 63 А, IP67, CEE|314|035-6|1898|1825|1795|
#0|Розетка кабельная PCE, 4  к., 380 В, 16 А, IP44, CEE|314|214-6| 310| 307| 298||blkt
#0|Розетка кабельная PCE, 5  к., 380 В, 16 А, IP44, CEE|314|215-6| 455| 437| 428|
#0|Розетка кабельная PCE, 4  к., 380 В, 32 А, IP44, CEE|314|224-6| 498| 489| 477|
#0|Розетка кабельная PCE, 5  к., 380 В, 32 А, IP44, CEE|314|225-6| 498| 489| 477|
#0|Розетка кабельная PCE, 5  к., 380 В, 63 А, IP67, CEE|314|235-6|2387|2369|2325|
#0|Розетка настенная PCE, 5  к., 380 В, 32 А, IP44, CEE|314|125-6| 609| 598| 577||blkt2
#0|Розетка настенная PCE, 5  к., 380 В, 16 А, IP44, CEE|314|115-5| 425| 415| 398|

